step,generated_image_token_id,rank,prompt_index,absolute_position,token_id,token,attention
458,3975,5,20,22,11,",",0.0015509426593780518
458,3975,6,17,19,11,",",0.0015223253285512328
458,3975,7,6,8,285,Ġand,0.0014881413662806153
458,3975,8,22,24,11,",",0.0013012595009058714
458,3975,9,19,21,14445,Ġpainting,0.0010201920522376895
458,3975,10,33,35,285,Ġand,0.0008919768151827157
459,13977,1,3,5,11,",",0.006949135567992926
459,13977,2,10,12,11,",",0.003619762370362878
459,13977,3,15,17,11,",",0.0028891887050122023
459,13977,4,46,48,11,",",0.00233840593136847
459,13977,5,20,22,11,",",0.0016400921158492565
459,13977,6,17,19,11,",",0.0015746117569506168
459,13977,7,6,8,285,Ġand,0.0014654260594397783
459,13977,8,22,24,11,",",0.0012844918528571725
459,13977,9,33,35,285,Ġand,0.0009849193738773465
459,13977,10,19,21,14445,Ġpainting,0.0009831881616264582
460,3376,1,3,5,11,",",0.006501044612377882
460,3376,2,10,12,11,",",0.003635487286373973
460,3376,3,15,17,11,",",0.0027614545542746782
460,3376,4,46,48,11,",",0.0023161533754318953
460,3376,5,20,22,11,",",0.0016286626923829317
460,3376,6,17,19,11,",",0.001549953012727201
460,3376,7,6,8,285,Ġand,0.001236624550074339
460,3376,8,22,24,11,",",0.001225304906256497
460,3376,9,33,35,285,Ġand,0.0009306073188781738
460,3376,10,40,42,285,Ġand,0.0008309938129968941
461,11622,1,3,5,11,",",0.00698102219030261
461,11622,2,10,12,11,",",0.004211597144603729
461,11622,3,15,17,11,",",0.0028126132674515247
461,11622,4,46,48,11,",",0.0023171924985945225
461,11622,5,20,22,11,",",0.0017399657517671585
461,11622,6,17,19,11,",",0.001660976093262434
461,11622,7,22,24,11,",",0.0012997665908187628
461,11622,8,6,8,285,Ġand,0.0012403818545863032
461,11622,9,33,35,285,Ġand,0.0009604847873561084
461,11622,10,28,30,285,Ġand,0.0008605283801443875
462,180,1,3,5,11,",",0.006613637320697308
462,180,2,10,12,11,",",0.004288809839636087
462,180,3,15,17,11,",",0.0025712656788527966
462,180,4,46,48,11,",",0.002115408657118678
462,180,5,20,22,11,",",0.0017732515698298812
462,180,6,17,19,11,",",0.0016104059759527445
462,180,7,22,24,11,",",0.0013748775236308575
462,180,8,6,8,285,Ġand,0.0012498529395088553
462,180,9,33,35,285,Ġand,0.0008980985730886459
462,180,10,28,30,285,Ġand,0.0008876821375451982
463,8768,1,3,5,11,",",0.006876868661493063
463,8768,2,10,12,11,",",0.0043892464600503445
463,8768,3,15,17,11,",",0.002591980155557394
463,8768,4,46,48,11,",",0.002098450204357505
463,8768,5,20,22,11,",",0.0018212915165349841
463,8768,6,17,19,11,",",0.0015421644784510136
463,8768,7,22,24,11,",",0.001432008226402104
463,8768,8,6,8,285,Ġand,0.0013015014119446278
463,8768,9,33,35,285,Ġand,0.0009222541702911258
463,8768,10,28,30,285,Ġand,0.0008994332747533917
464,3441,1,3,5,11,",",0.006872574798762798
464,3441,2,10,12,11,",",0.00419385964050889
464,3441,3,15,17,11,",",0.002763918600976467
464,3441,4,46,48,11,",",0.002142548793926835
464,3441,5,20,22,11,",",0.0018579806201159954
464,3441,6,17,19,11,",",0.0014738786267116666
464,3441,7,22,24,11,",",0.0014685769565403461
464,3441,8,6,8,285,Ġand,0.0013547147391363978
464,3441,9,33,35,285,Ġand,0.0009475341648794711
464,3441,10,28,30,285,Ġand,0.000930964364670217
465,6026,1,3,5,11,",",0.006818639114499092
465,6026,2,10,12,11,",",0.003958313260227442
465,6026,3,15,17,11,",",0.0028913088608533144
465,6026,4,46,48,11,",",0.0021976346615701914
465,6026,5,20,22,11,",",0.0018009509658440948
465,6026,6,22,24,11,",",0.0014556662645190954
465,6026,7,17,19,11,",",0.0014011343009769917
465,6026,8,6,8,285,Ġand,0.001293657929636538
465,6026,9,33,35,285,Ġand,0.0009455856634303927
465,6026,10,28,30,285,Ġand,0.0009176422609016299
466,11920,1,3,5,11,",",0.006832170765846968
466,11920,2,10,12,11,",",0.003915412351489067
466,11920,3,15,17,11,",",0.003126621711999178
466,11920,4,46,48,11,",",0.002228123601526022
466,11920,5,20,22,11,",",0.0016676984960213304
466,11920,6,22,24,11,",",0.0014298410387709737
466,11920,7,17,19,11,",",0.0014050843892619014
466,11920,8,6,8,285,Ġand,0.001168508897535503
466,11920,9,33,35,285,Ġand,0.0009771024342626333
466,11920,10,40,42,285,Ġand,0.0009165667579509318
467,16062,1,3,5,11,",",0.007061231415718794
467,16062,2,10,12,11,",",0.004005780443549156
467,16062,3,15,17,11,",",0.003277591895312071
467,16062,4,46,48,11,",",0.002194041619077325
467,16062,5,20,22,11,",",0.0016228551976382732
467,16062,6,17,19,11,",",0.0015695126494392753
467,16062,7,22,24,11,",",0.0014611753867939115
467,16062,8,6,8,285,Ġand,0.0011611743830144405
467,16062,9,33,35,285,Ġand,0.000962289166636765
467,16062,10,40,42,285,Ġand,0.0009311313042417169
468,5037,1,3,5,11,",",0.006782093085348606
468,5037,2,10,12,11,",",0.0039075459353625774
468,5037,3,15,17,11,",",0.0031490647234022617
468,5037,4,46,48,11,",",0.002039555460214615
468,5037,5,17,19,11,",",0.0017613839590921998
468,5037,6,20,22,11,",",0.0015324066625908017
468,5037,7,22,24,11,",",0.0013645767467096448
468,5037,8,6,8,285,Ġand,0.0011819446226581931
468,5037,9,33,35,285,Ġand,0.0009454264654777944
468,5037,10,28,30,285,Ġand,0.0008802341762930155
469,5972,1,3,5,11,",",0.006973455660045147
469,5972,2,10,12,11,",",0.0039038797840476036
469,5972,3,15,17,11,",",0.003055369248613715
469,5972,4,46,48,11,",",0.0019717791583389044
469,5972,5,17,19,11,",",0.001961152069270611
469,5972,6,20,22,11,",",0.0016332536470144987
469,5972,7,6,8,285,Ġand,0.0013490556739270687
469,5972,8,22,24,11,",",0.001306515303440392
469,5972,9,18,20,6583,Ġdigital,0.00108405074570328
469,5972,10,33,35,285,Ġand,0.0010408207308501005
470,10611,1,3,5,11,",",0.00701318820938468
470,10611,2,10,12,11,",",0.0037798515986651182
470,10611,3,15,17,11,",",0.0029711902607232332
470,10611,4,46,48,11,",",0.0019514140440151095
470,10611,5,17,19,11,",",0.0018526662606745958
470,10611,6,20,22,11,",",0.001788166700862348
470,10611,7,6,8,285,Ġand,0.00145133922342211
470,10611,8,22,24,11,",",0.0012655950849875808
470,10611,9,33,35,285,Ġand,0.0009465686162002385
470,10611,10,18,20,6583,Ġdigital,0.0009319844539277256
471,706,1,3,5,11,",",0.006799592636525631
471,706,2,10,12,11,",",0.0036818855442106724
471,706,3,15,17,11,",",0.0029388624243438244
471,706,4,46,48,11,",",0.002136958297342062
471,706,5,20,22,11,",",0.00200379965826869
471,706,6,17,19,11,",",0.001671820180490613
471,706,7,6,8,285,Ġand,0.0012889070203527808
471,706,8,22,24,11,",",0.0012801482807844877
471,706,9,24,26,457,Ġby,0.0010424301726743579
471,706,10,33,35,285,Ġand,0.00098190747667104
472,26,1,3,5,11,",",0.00680767884477973
472,26,2,10,12,11,",",0.003740296931937337
472,26,3,15,17,11,",",0.0029237952549010515
472,26,4,46,48,11,",",0.0024586517829447985
472,26,5,20,22,11,",",0.002179403556510806
472,26,6,17,19,11,",",0.0015850270865485072
472,26,7,18,20,6583,Ġdigital,0.0014858196955174208
472,26,8,22,24,11,",",0.0014050567988306284
472,26,9,24,26,457,Ġby,0.0013050156412646174
472,26,10,33,35,285,Ġand,0.0012177121825516224
473,13183,1,3,5,11,",",0.0068274131044745445
473,13183,2,10,12,11,",",0.003936280496418476
473,13183,3,15,17,11,",",0.002895392244681716
473,13183,4,46,48,11,",",0.0026001865044236183
473,13183,5,20,22,11,",",0.002040793187916279
473,13183,6,22,24,11,",",0.0016060059424489737
473,13183,7,17,19,11,",",0.0015949205262586474
473,13183,8,18,20,6583,Ġdigital,0.0013777732383459806
473,13183,9,33,35,285,Ġand,0.0012778210220858455
473,13183,10,6,8,285,Ġand,0.0011443811235949397
474,14685,1,3,5,11,",",0.006765395402908325
474,14685,2,10,12,11,",",0.004032562952488661
474,14685,3,15,17,11,",",0.002774693537503481
474,14685,4,46,48,11,",",0.0025269933976233006
474,14685,5,20,22,11,",",0.0018803273560479283
474,14685,6,22,24,11,",",0.0016913797007873654
474,14685,7,17,19,11,",",0.0016125466208904982
474,14685,8,33,35,285,Ġand,0.0013239569962024689
474,14685,9,6,8,285,Ġand,0.0010866113007068634
474,14685,10,24,26,457,Ġby,0.0009959035087376833
475,7647,1,3,5,11,",",0.006682470440864563
475,7647,2,10,12,11,",",0.003983340226113796
475,7647,3,15,17,11,",",0.0026525482535362244
475,7647,4,46,48,11,",",0.0022570528090000153
475,7647,5,20,22,11,",",0.0018481998704373837
475,7647,6,22,24,11,",",0.0016184611013159156
475,7647,7,17,19,11,",",0.0016143600223585963
475,7647,8,33,35,285,Ġand,0.001208003843203187
475,7647,9,6,8,285,Ġand,0.001136654638685286
475,7647,10,18,20,6583,Ġdigital,0.0009714437765069306
476,5018,1,3,5,11,",",0.006785448174923658
476,5018,2,10,12,11,",",0.0038374592550098896
476,5018,3,15,17,11,",",0.002682883059605956
476,5018,4,46,48,11,",",0.0021219230256974697
476,5018,5,20,22,11,",",0.0018513074610382318
476,5018,6,17,19,11,",",0.0015458904672414064
476,5018,7,22,24,11,",",0.001521195052191615
476,5018,8,6,8,285,Ġand,0.00133215868845582
476,5018,9,33,35,285,Ġand,0.0012528655352070928
476,5018,10,40,42,285,Ġand,0.0009387797908857465
477,15707,1,3,5,11,",",0.006624205503612757
477,15707,2,10,12,11,",",0.003756972961127758
477,15707,3,15,17,11,",",0.0027781736571341753
477,15707,4,46,48,11,",",0.002137270290404558
477,15707,5,20,22,11,",",0.0019813955295830965
477,15707,6,22,24,11,",",0.0014696285361424088
477,15707,7,17,19,11,",",0.0014669399242848158
477,15707,8,6,8,285,Ġand,0.001397178741171956
477,15707,9,33,35,285,Ġand,0.0010289971251040697
477,15707,10,40,42,285,Ġand,0.0008968885522335768
478,5553,1,3,5,11,",",0.006659080274403095
478,5553,2,10,12,11,",",0.003770361887291074
478,5553,3,15,17,11,",",0.0029529565945267677
478,5553,4,46,48,11,",",0.0021868485491722822
478,5553,5,20,22,11,",",0.002040802501142025
478,5553,6,22,24,11,",",0.0014311502454802394
478,5553,7,17,19,11,",",0.0014299291651695967
478,5553,8,6,8,285,Ġand,0.0012359805405139923
478,5553,9,18,20,6583,Ġdigital,0.0009489443036727607
478,5553,10,28,30,285,Ġand,0.0009065335034392774
479,3285,1,3,5,11,",",0.006878627929836512
479,3285,2,10,12,11,",",0.0037887925282120705
479,3285,3,15,17,11,",",0.0030554900877177715
479,3285,4,46,48,11,",",0.0022929406259208918
479,3285,5,20,22,11,",",0.0018703602254390717
479,3285,6,17,19,11,",",0.0014646608615294099
479,3285,7,22,24,11,",",0.00146040553227067
479,3285,8,6,8,285,Ġand,0.0011583450250327587
479,3285,9,28,30,285,Ġand,0.0009963434422388673
479,3285,10,40,42,285,Ġand,0.0009209969430230558
480,9471,1,3,5,11,",",0.006900242064148188
480,9471,2,10,12,11,",",0.003892949316650629
480,9471,3,15,17,11,",",0.0029006481636315584
480,9471,4,46,48,11,",",0.002301931381225586
480,9471,5,20,22,11,",",0.0016381213208660483
480,9471,6,17,19,11,",",0.0015733072068542242
480,9471,7,22,24,11,",",0.001427189796231687
480,9471,8,6,8,285,Ġand,0.0011370166903361678
480,9471,9,28,30,285,Ġand,0.0010120607912540436
480,9471,10,40,42,285,Ġand,0.0009413674124516547
481,9902,1,3,5,11,",",0.006424665451049805
481,9902,2,10,12,11,",",0.0038510016165673733
481,9902,3,15,17,11,",",0.0025961094070225954
481,9902,4,46,48,11,",",0.002198802772909403
481,9902,5,17,19,11,",",0.001751969917677343
481,9902,6,20,22,11,",",0.0015455189859494567
481,9902,7,22,24,11,",",0.001360745751298964
481,9902,8,6,8,285,Ġand,0.0011949286563321948
481,9902,9,19,21,14445,Ġpainting,0.001072092680260539
481,9902,10,28,30,285,Ġand,0.000975205039139837
482,8193,1,3,5,11,",",0.007087924517691135
482,8193,2,10,12,11,",",0.00397714227437973
482,8193,3,15,17,11,",",0.002627296606078744
482,8193,4,46,48,11,",",0.002202894538640976
482,8193,5,17,19,11,",",0.001709295087493956
482,8193,6,20,22,11,",",0.0016444643260911107
482,8193,7,6,8,285,Ġand,0.0012986534275114536
482,8193,8,22,24,11,",",0.0012848898768424988
482,8193,9,19,21,14445,Ġpainting,0.0009878909913823009
482,8193,10,33,35,285,Ġand,0.0009157118620350957
483,9720,1,3,5,11,",",0.006851778831332922
483,9720,2,10,12,11,",",0.003669815370813012
483,9720,3,15,17,11,",",0.0025674402713775635
483,9720,4,46,48,11,",",0.0021282630041241646
483,9720,5,20,22,11,",",0.0018110491801053286
483,9720,6,17,19,11,",",0.0014729296090081334
483,9720,7,6,8,285,Ġand,0.0014685107162222266
483,9720,8,22,24,11,",",0.0012490047374740243
483,9720,9,33,35,285,Ġand,0.0009519635350443423
483,9720,10,28,30,285,Ġand,0.0009069591178558767
484,12737,1,3,5,11,",",0.006661322899162769
484,12737,2,10,12,11,",",0.0035207769833505154
484,12737,3,15,17,11,",",0.002693557646125555
484,12737,4,46,48,11,",",0.0021329077426344156
484,12737,5,20,22,11,",",0.0018953420221805573
484,12737,6,17,19,11,",",0.0013715937966480851
484,12737,7,6,8,285,Ġand,0.001367544406093657
484,12737,8,22,24,11,",",0.0012926454655826092
484,12737,9,33,35,285,Ġand,0.000996661139652133
484,12737,10,28,30,285,Ġand,0.0008962327847257257
485,10569,1,3,5,11,",",0.006762774661183357
485,10569,2,10,12,11,",",0.003586550708860159
485,10569,3,15,17,11,",",0.0028983536176383495
485,10569,4,46,48,11,",",0.002185620367527008
485,10569,5,20,22,11,",",0.001815403113141656
485,10569,6,22,24,11,",",0.0014458694495260715
485,10569,7,17,19,11,",",0.0013664866564795375
485,10569,8,6,8,285,Ġand,0.0012381223496049643
485,10569,9,33,35,285,Ġand,0.001028639730066061
485,10569,10,28,30,285,Ġand,0.000929813482798636
486,6634,1,3,5,11,",",0.007110737729817629
486,6634,2,10,12,11,",",0.0038642913568764925
486,6634,3,15,17,11,",",0.003026788355782628
486,6634,4,46,48,11,",",0.00221625785343349
486,6634,5,20,22,11,",",0.0016290151979774237
486,6634,6,22,24,11,",",0.001513143302872777
486,6634,7,17,19,11,",",0.001416754792444408
486,6634,8,6,8,285,Ġand,0.0011159147834405303
486,6634,9,33,35,285,Ġand,0.0009708162979222834
486,6634,10,28,30,285,Ġand,0.0009024746832437813
487,583,1,3,5,11,",",0.007182690780609846
487,583,2,10,12,11,",",0.00408593425527215
487,583,3,15,17,11,",",0.002874108264222741
487,583,4,46,48,11,",",0.002324769040569663
487,583,5,17,19,11,",",0.0016295516397804022
487,583,6,20,22,11,",",0.0015428097685799003
487,583,7,22,24,11,",",0.0014650247758254409
487,583,8,6,8,285,Ġand,0.001155399833805859
487,583,9,33,35,285,Ġand,0.0009878805140033364
487,583,10,28,30,285,Ġand,0.0009217061451636255
488,6392,1,3,5,11,",",0.007384723983705044
488,6392,2,10,12,11,",",0.004247611854225397
488,6392,3,15,17,11,",",0.002729713683947921
488,6392,4,46,48,11,",",0.0024019975680857897
488,6392,5,17,19,11,",",0.0017622265731915832
488,6392,6,20,22,11,",",0.001529646571725607
488,6392,7,22,24,11,",",0.0013354700058698654
488,6392,8,6,8,285,Ġand,0.0011730785481631756
488,6392,9,33,35,285,Ġand,0.0009699833462946117
488,6392,10,28,30,285,Ġand,0.0009093057597056031
489,14414,1,3,5,11,",",0.007362077012658119
489,14414,2,10,12,11,",",0.004095800686627626
489,14414,3,15,17,11,",",0.00263399095274508
489,14414,4,46,48,11,",",0.002385397208854556
489,14414,5,17,19,11,",",0.0016805336344987154
489,14414,6,20,22,11,",",0.0015993975102901459
489,14414,7,6,8,285,Ġand,0.0013404638739302754
489,14414,8,22,24,11,",",0.0012428286718204618
489,14414,9,33,35,285,Ġand,0.001022606622427702
489,14414,10,28,30,285,Ġand,0.0009483998874202371
490,11709,1,3,5,11,",",0.006798854563385248
490,11709,2,10,12,11,",",0.0037770213093608618
490,11709,3,15,17,11,",",0.002625819994136691
490,11709,4,46,48,11,",",0.002331863157451153
490,11709,5,20,22,11,",",0.001792159047909081
490,11709,6,17,19,11,",",0.0014523379504680634
490,11709,7,6,8,285,Ġand,0.0013956369366496801
490,11709,8,22,24,11,",",0.0012135774595662951
490,11709,9,33,35,285,Ġand,0.0010054652811959386
490,11709,10,28,30,285,Ġand,0.0008844758849591017
491,9171,1,3,5,11,",",0.006773160770535469
491,9171,2,10,12,11,",",0.0037781016435474157
491,9171,3,15,17,11,",",0.002911920426413417
491,9171,4,46,48,11,",",0.00233136466704309
491,9171,5,20,22,11,",",0.0019246769370511174
491,9171,6,17,19,11,",",0.0014084394788369536
491,9171,7,6,8,285,Ġand,0.0013451457489281893
491,9171,8,22,24,11,",",0.001300873700529337
491,9171,9,33,35,285,Ġand,0.0010384286288172007
491,9171,10,40,42,285,Ġand,0.000966509454883635
492,11027,1,3,5,11,",",0.006536863278597593
492,11027,2,10,12,11,",",0.003807553555816412
492,11027,3,15,17,11,",",0.0030630133114755154
492,11027,4,46,48,11,",",0.00218659988604486
492,11027,5,20,22,11,",",0.0017607518238946795
492,11027,6,22,24,11,",",0.0014556772075593472
492,11027,7,17,19,11,",",0.0014179927529767156
492,11027,8,6,8,285,Ġand,0.001245447201654315
492,11027,9,33,35,285,Ġand,0.0009738641674630344
492,11027,10,40,42,285,Ġand,0.0009527314105071127
493,16198,1,3,5,11,",",0.006334297824651003
493,16198,2,10,12,11,",",0.003974654246121645
493,16198,3,15,17,11,",",0.0030551464296877384
493,16198,4,46,48,11,",",0.002029045019298792
493,16198,5,20,22,11,",",0.0015927163185551763
493,16198,6,22,24,11,",",0.0015615036245435476
493,16198,7,17,19,11,",",0.001542454119771719
493,16198,8,6,8,285,Ġand,0.0011695264838635921
493,16198,9,33,35,285,Ġand,0.0009212189470417798
493,16198,10,40,42,285,Ġand,0.0009198208572342992
494,2237,1,3,5,11,",",0.006284235045313835
494,2237,2,10,12,11,",",0.004165282007306814
494,2237,3,15,17,11,",",0.0028828061185777187
494,2237,4,46,48,11,",",0.0020161380525678396
494,2237,5,17,19,11,",",0.001769790193066001
494,2237,6,20,22,11,",",0.0015361880650743842
494,2237,7,22,24,11,",",0.0014702081680297852
494,2237,8,6,8,285,Ġand,0.0012285339180380106
494,2237,9,33,35,285,Ġand,0.0009660180076025426
494,2237,10,40,42,285,Ġand,0.0009279854712076485
495,15682,1,3,5,11,",",0.00626804493367672
495,15682,2,10,12,11,",",0.004129164386540651
495,15682,3,15,17,11,",",0.002709147520363331
495,15682,4,46,48,11,",",0.002064335625618696
495,15682,5,17,19,11,",",0.0017945521976798773
495,15682,6,20,22,11,",",0.001615601358935237
495,15682,7,22,24,11,",",0.0013107985723763704
495,15682,8,6,8,285,Ġand,0.0011784841772168875
495,15682,9,33,35,285,Ġand,0.0009590977570042014
495,15682,10,24,26,457,Ġby,0.0009030079818330705
496,4649,1,3,5,11,",",0.006100854836404324
496,4649,2,10,12,11,",",0.0038578049279749393
496,4649,3,15,17,11,",",0.0026624633464962244
496,4649,4,46,48,11,",",0.002230035839602351
496,4649,5,20,22,11,",",0.0017821608344092965
496,4649,6,17,19,11,",",0.001604697434231639
496,4649,7,22,24,11,",",0.0012169547844678164
496,4649,8,6,8,285,Ġand,0.0011476271320134401
496,4649,9,33,35,285,Ġand,0.0010197361698374152
496,4649,10,24,26,457,Ġby,0.000995777198113501
497,1123,1,3,5,11,",",0.00635115010663867
497,1123,2,10,12,11,",",0.0037697849329560995
497,1123,3,15,17,11,",",0.002870118711143732
497,1123,4,46,48,11,",",0.0025165968108922243
497,1123,5,20,22,11,",",0.001964432653039694
497,1123,6,17,19,11,",",0.001447171438485384
497,1123,7,22,24,11,",",0.0012804699363186955
497,1123,8,6,8,285,Ġand,0.0011099637486040592
497,1123,9,33,35,285,Ġand,0.0010253802174702287
497,1123,10,32,34,78,o,0.0010211808839812875
498,484,1,3,5,11,",",0.006344771012663841
498,484,2,10,12,11,",",0.0036918139085173607
498,484,3,15,17,11,",",0.003055654698982835
498,484,4,46,48,11,",",0.002636376768350601
498,484,5,20,22,11,",",0.001972292782738805
498,484,6,22,24,11,",",0.0014202796155586839
498,484,7,17,19,11,",",0.0014119601109996438
498,484,8,6,8,285,Ġand,0.0011424326803535223
498,484,9,33,35,285,Ġand,0.0010528906714171171
498,484,10,40,42,285,Ġand,0.0009541710605844855
499,7554,1,3,5,11,",",0.006111880298703909
499,7554,2,10,12,11,",",0.0035719063598662615
499,7554,3,15,17,11,",",0.003149363910779357
499,7554,4,46,48,11,",",0.002465776866301894
499,7554,5,20,22,11,",",0.0017830058932304382
499,7554,6,22,24,11,",",0.0015844481531530619
499,7554,7,17,19,11,",",0.0014619146240875125
499,7554,8,6,8,285,Ġand,0.001134810270741582
499,7554,9,33,35,285,Ġand,0.0010168583830818534
499,7554,10,28,30,285,Ġand,0.0009616047609597445
500,10363,1,3,5,11,",",0.006115279160439968
500,10363,2,10,12,11,",",0.003535049268975854
500,10363,3,15,17,11,",",0.003106700489297509
500,10363,4,46,48,11,",",0.0023483680561184883
500,10363,5,20,22,11,",",0.0016472262796014547
500,10363,6,17,19,11,",",0.0016209058230742812
500,10363,7,22,24,11,",",0.0015783249400556087
500,10363,8,6,8,285,Ġand,0.0011623806785792112
500,10363,9,33,35,285,Ġand,0.0010573880281299353
500,10363,10,40,42,285,Ġand,0.0009457573760300875
501,9543,1,3,5,11,",",0.006137910299003124
501,9543,2,10,12,11,",",0.003539749886840582
501,9543,3,15,17,11,",",0.002922065556049347
501,9543,4,46,48,11,",",0.0022591559682041407
501,9543,5,17,19,11,",",0.0017595179378986359
501,9543,6,20,22,11,",",0.001624012365937233
501,9543,7,22,24,11,",",0.001428475952707231
501,9543,8,6,8,285,Ġand,0.0011772958096116781
501,9543,9,33,35,285,Ġand,0.0010672868229448795
501,9543,10,40,42,285,Ġand,0.0009243193781003356
502,14908,1,3,5,11,",",0.006512610707432032
502,14908,2,10,12,11,",",0.0035394884180277586
502,14908,3,15,17,11,",",0.002795272972434759
502,14908,4,46,48,11,",",0.002269916934892535
502,14908,5,17,19,11,",",0.0017300215549767017
502,14908,6,20,22,11,",",0.001677241176366806
502,14908,7,22,24,11,",",0.00128946581389755
502,14908,8,6,8,285,Ġand,0.0010731671936810017
502,14908,9,33,35,285,Ġand,0.0009400994167663157
502,14908,10,40,42,285,Ġand,0.0008925654110498726
503,14544,1,3,5,11,",",0.006375178229063749
503,14544,2,10,12,11,",",0.003487169509753585
503,14544,3,15,17,11,",",0.0026209279894828796
503,14544,4,46,48,11,",",0.002224865835160017
503,14544,5,20,22,11,",",0.0018120472086593509
503,14544,6,17,19,11,",",0.0015766654396429658
503,14544,7,22,24,11,",",0.0012318750377744436
503,14544,8,6,8,285,Ġand,0.0010424057254567742
503,14544,9,33,35,285,Ġand,0.0009664159151725471
503,14544,10,40,42,285,Ġand,0.000908445508684963
504,13887,1,3,5,11,",",0.007113886997103691
504,13887,2,10,12,11,",",0.0036561184097081423
504,13887,3,15,17,11,",",0.0026667180936783552
504,13887,4,46,48,11,",",0.002283072331920266
504,13887,5,20,22,11,",",0.001960818422958255
504,13887,6,17,19,11,",",0.0014795437455177307
504,13887,7,22,24,11,",",0.001297225127927959
504,13887,8,6,8,285,Ġand,0.001014428911730647
504,13887,9,33,35,285,Ġand,0.0009790671756491065
504,13887,10,40,42,285,Ġand,0.0009400116396136582
505,3723,1,3,5,11,",",0.006901480723172426
505,3723,2,10,12,11,",",0.0035865355748683214
505,3723,3,15,17,11,",",0.0025319445412606
505,3723,4,46,48,11,",",0.002109851920977235
505,3723,5,20,22,11,",",0.0018267720006406307
505,3723,6,17,19,11,",",0.0014024964766576886
505,3723,7,22,24,11,",",0.0013793078251183033
505,3723,8,6,8,285,Ġand,0.0010863894131034613
505,3723,9,28,30,285,Ġand,0.0009213106823153794
505,3723,10,33,35,285,Ġand,0.0008999612764455378
506,5299,1,3,5,11,",",0.007259089034050703
506,5299,2,10,12,11,",",0.003591145621612668
506,5299,3,15,17,11,",",0.002597030019387603
506,5299,4,46,48,11,",",0.002131246728822589
506,5299,5,20,22,11,",",0.0017366079846397042
506,5299,6,22,24,11,",",0.0015760044334456325
506,5299,7,17,19,11,",",0.0014027628349140286
506,5299,8,6,8,285,Ġand,0.0011390693252906203
506,5299,9,28,30,285,Ġand,0.0009368329774588346
506,5299,10,33,35,285,Ġand,0.0008996737306006253
507,13419,1,3,5,11,",",0.007183421868830919
507,13419,2,10,12,11,",",0.0035025987308472395
507,13419,3,15,17,11,",",0.0026429344434291124
507,13419,4,46,48,11,",",0.002148653380572796
507,13419,5,20,22,11,",",0.001655160216614604
507,13419,6,22,24,11,",",0.0015507922507822514
507,13419,7,17,19,11,",",0.0014139836421236396
507,13419,8,6,8,285,Ġand,0.0012847884790971875
507,13419,9,33,35,285,Ġand,0.0009084923658519983
507,13419,10,28,30,285,Ġand,0.0009073780965991318
508,13371,1,3,5,11,",",0.007131072226911783
508,13371,2,10,12,11,",",0.003429366508498788
508,13371,3,15,17,11,",",0.0026329176034778357
508,13371,4,46,48,11,",",0.002177493181079626
508,13371,5,20,22,11,",",0.0015837770188227296
508,13371,6,22,24,11,",",0.0014155947137624025
508,13371,7,17,19,11,",",0.0013486616080626845
508,13371,8,6,8,285,Ġand,0.001237855409272015
508,13371,9,33,35,285,Ġand,0.0007984649273566902
508,13371,10,28,30,285,Ġand,0.0007729915669187903
509,7799,1,3,5,11,",",0.0070333657786250114
509,7799,2,10,12,11,",",0.0035530372988432646
509,7799,3,15,17,11,",",0.0026723064947873354
509,7799,4,46,48,11,",",0.0023734350688755512
509,7799,5,20,22,11,",",0.0015529077500104904
509,7799,6,17,19,11,",",0.0013536663027480245
509,7799,7,22,24,11,",",0.0013151663588359952
509,7799,8,6,8,285,Ġand,0.0011845049448311329
509,7799,9,33,35,285,Ġand,0.0008981291321106255
509,7799,10,28,30,285,Ġand,0.0008179813739843667
510,3117,1,3,5,11,",",0.007064628414809704
510,3117,2,10,12,11,",",0.0038773182313889265
510,3117,3,15,17,11,",",0.002738600131124258
510,3117,4,46,48,11,",",0.002518707187846303
510,3117,5,20,22,11,",",0.0015858024125918746
510,3117,6,17,19,11,",",0.0014434525510296226
510,3117,7,22,24,11,",",0.0013015392469242215
510,3117,8,6,8,285,Ġand,0.0011674158740788698
510,3117,9,33,35,285,Ġand,0.0010591830359771848
510,3117,10,28,30,285,Ġand,0.0009397742687724531
511,13135,1,3,5,11,",",0.007030329201370478
511,13135,2,10,12,11,",",0.004033596254885197
511,13135,3,15,17,11,",",0.0026601492427289486
511,13135,4,46,48,11,",",0.0023390173446387053
511,13135,5,20,22,11,",",0.0015414219815284014
511,13135,6,17,19,11,",",0.0014628409408032894
511,13135,7,22,24,11,",",0.0012623467482626438
511,13135,8,6,8,285,Ġand,0.0011094947112724185
511,13135,9,33,35,285,Ġand,0.001003476558253169
511,13135,10,40,42,285,Ġand,0.0009279854712076485
512,14663,1,3,5,11,",",0.006917266640812159
512,14663,2,10,12,11,",",0.004121724981814623
512,14663,3,15,17,11,",",0.0025112226139754057
512,14663,4,46,48,11,",",0.002143591409549117
512,14663,5,20,22,11,",",0.0015332866460084915
512,14663,6,17,19,11,",",0.001472711330279708
512,14663,7,22,24,11,",",0.0012505551567301154
512,14663,8,6,8,285,Ġand,0.0011029766174033284
512,14663,9,28,30,285,Ġand,0.0009336232324130833
512,14663,10,33,35,285,Ġand,0.000914786767680198
513,16191,1,3,5,11,",",0.006772185210138559
513,16191,2,10,12,11,",",0.004045979119837284
